count_11_00	count_11_15	count_11_60	count_12_00	count_12_15	count_12_60	count_13_00	count_13_15	count_13_60
BnaC02g44510D	0	0	0	0	0	0	0	0	0
BnaC02g44520D	1	6	6	6	7	6	1	4	3
BnaC02g44530D	0	0	0	0	0	0	0	0	0
BnaC02g44540D	0	0	0	0	0	0	0	0	0
BnaC02g44550D	0	0	0	0	0	0	0	0	0
BnaC02g44560D	0	0	0	0	1	0	1	0	0
BnaC02g44570D	0	0	0	0	0	0	0	0	0
BnaC02g44580D	0	2	0	0	0	0	0	0	0
BnaC02g44590D	74	118	76	102	91	79	56	55	35
BnaC02g44600D	1270	1762	982	1951	1809	1370	1593	1644	1018
BnaC02g44610D	5	22	13	22	20	11	1	8	5
BnaC02g44620D	508	612	420	362	366	357	483	571	374
BnaC02g44630D	5	20	9	30	15	19	23	42	35
BnaC02g44640D	10265	13982	10170	13810	13320	12384	11371	11887	9197
BnaC02g44650D	1	1	1	0	4	0	1	0	0
BnaC02g44660D	0	0	1	7	1	1	1	0	0
BnaC02g44670D	0	0	0	0	0	0	0	0	0
BnaC02g44680D	4	3	1	0	0	3	3	4	0
BnaC02g44690D	0	0	0	0	0	0	0	0	0
BnaC02g44700D	0	0	0	0	0	0	0	0	0
BnaC02g44710D	0	0	0	0	0	0	0	0	0
BnaC02g44720D	0	0	0	0	0	0	0	0	0
BnaC02g44730D	0	0	0	0	0	0	1	0	0
BnaC02g44740D	3	4	2	0	0	4	1	2	1
BnaC02g44750D	54	64	53	63	39	42	59	52	43
BnaC02g44760D	9	9	3	8	3	1	4	1	0
BnaC02g44770D	0	0	0	0	0	0	0	0	0
BnaC02g44780D	0	2	0	2	0	0	0	3	0
BnaC02g44790D	1355	2907	3338	5389	5580	5530	1650	2087	2735
BnaC02g44800D	0	0	0	0	0	0	0	0	0
BnaC02g44810D	64	70	42	48	33	43	96	134	58
BnaC02g44820D	28	32	31	29	21	25	99	108	39
BnaC02g44830D	0	0	0	0	0	0	0	0	0
BnaC02g44840D	950	1421	914	1086	1030	827	1164	1267	683
BnaC02g44850D	143	165	141	98	80	99	396	516	368
BnaC02g44860D	0	0	0	0	0	0	0	0	0
BnaC02g44870D	5	1	0	10	0	4	1	1	1
BnaC02g44880D	4670	6244	5128	5860	5306	5040	7412	8128	7049
BnaC02g44890D	7	9	8	7	3	6	6	18	0
BnaC02g44900D	0	1	1	2	1	0	2	6	0
BnaC02g44910D	11	35	13	11	27	11	44	50	28
BnaC02g44920D	0	0	0	0	0	0	0	1	0
BnaC02g44930D	1	1	4	2	0	0	1	1	0
BnaC02g44940D	2981	4072	3285	2709	2854	2696	2199	2451	1964
BnaC02g44950D	2036	2639	1683	1789	1719	1221	1895	1869	1368
BnaC02g44960D	0	0	0	0	0	0	1	4	0
BnaC02g44970D	21	43	37	32	24	14	67	63	71
BnaC02g44980D	0	0	0	1	0	0	0	0	0
BnaC02g44990D	1	6	5	7	3	6	6	5	1
BnaC02g45000D	5	4	1	3	1	0	1	0	0
BnaC02g45010D	546	700	809	556	463	503	595	555	592
BnaC02g45020D	2618	3579	2852	4417	4064	3973	3546	3783	3422
BnaC02g45030D	0	0	0	1	0	0	0	0	0
BnaC02g45040D	340	425	336	412	468	443	470	480	325
BnaC02g45050D	1	0	0	0	0	0	0	0	0
BnaC02g45060D	2	8	2	4	2	6	1	8	0
BnaC02g45070D	147	212	164	160	135	140	315	239	213
BnaC02g45080D	2761	3397	2030	5128	4370	3475	3087	2495	1365
BnaC02g45090D	940	1208	759	1677	1505	1278	940	836	524
BnaC02g45100D	3010	3903	3344	2935	2835	2840	3276	3249	3027
BnaC02g45110D	886	1299	806	929	928	922	1411	1559	864
BnaC02g45120D	0	0	0	0	0	1	2	0	0
BnaC02g45130D	292	445	251	374	395	330	420	409	266
BnaC02g45140D	528	642	406	588	620	452	678	722	418
BnaC02g45150D	398	549	524	608	540	608	561	615	869
BnaC02g45160D	1087	3836	18965	3340	5346	20265	1647	4536	31660
BnaC02g45170D	0	0	0	0	0	0	0	0	0
BnaC02g45180D	680	930	778	688	594	553	1019	1053	706
BnaC02g45190D	0	1	1	4	4	4	4	0	0
BnaC02g45200D	21	22	9	7	3	14	16	22	20
BnaC02g45210D	402	603	349	351	368	278	477	492	383
BnaC02g45220D	68	88	51	91	111	57	116	115	70
BnaC02g45230D	1742	2533	1378	2004	1919	1573	2491	2427	1614
BnaC02g45240D	440	696	392	642	677	550	706	838	481
BnaC02g45250D	0	0	0	0	0	0	0	0	0
BnaC02g45260D	0	0	0	0	0	0	0	0	0
BnaC02g45270D	0	0	3	3	5	1	6	0	3
BnaC02g45280D	336	452	407	278	272	375	534	584	727
BnaC02g45290D	304	407	322	323	281	271	452	420	313
BnaC02g45300D	22	16	20	14	9	19	91	101	49
BnaC02g45310D	1	0	1	0	0	0	4	0	0
BnaC02g45320D	1	2	0	5	0	0	1	0	0
BnaC02g45330D	22	29	6	3	6	11	124	64	33
BnaC02g45340D	6	7	3	0	4	1	4	3	0
BnaC02g45350D	0	0	3	0	2	1	0	0	0
BnaC02g45360D	0	0	1	0	0	2	2	1	0
BnaC02g45370D	0	0	0	0	0	0	0	0	0
BnaC02g45380D	0	0	0	0	0	0	0	0	0
BnaC02g45390D	0	0	0	0	0	0	0	0	0
BnaC02g45400D	292	463	298	227	185	215	624	649	507
BnaC02g45410D	0	0	0	0	0	0	0	0	0
BnaC02g45420D	21	33	21	27	26	7	30	27	7
BnaC02g45430D	118	177	118	97	122	93	169	170	89
BnaC02g45440D	63	124	55	100	122	98	167	146	73
BnaC02g45450D	0	0	0	0	0	0	0	0	0
BnaC02g45460D	0	0	0	0	0	0	0	0	0
BnaC02g45470D	1	0	0	0	0	0	0	0	0
BnaC02g45480D	0	0	0	0	0	0	0	0	0
BnaC02g45490D	0	0	0	0	0	0	0	0	0
BnaC02g45500D	0	0	0	0	0	0	0	0	1
BnaC02g45510D	0	0	0	0	0	0	0	0	0
BnaC02g45520D	0	0	0	0	0	0	0	0	0
BnaC02g45530D	0	0	0	0	0	1	0	0	0
BnaC02g45540D	3764	5372	4856	12459	11549	11579	7688	7405	6175
BnaC02g45550D	0	0	0	0	0	0	0	0	0
BnaC02g45560D	1480	1892	1350	2380	2101	2525	3165	2915	2427
BnaC02g45570D	0	0	0	0	0	0	0	0	0
BnaC02g45580D	1187	1451	1177	1244	1287	1117	1621	1715	1312
BnaC02g45590D	162	174	105	72	93	58	165	166	166
BnaC02g45600D	0	0	0	0	0	0	0	0	0
BnaC02g45610D	0	0	4	0	0	0	0	0	0
BnaC02g45620D	759	1022	884	973	861	904	1480	1539	1844
BnaC02g45630D	75	150	85	128	129	103	200	192	182
BnaC02g45640D	0	2	0	0	2	0	0	0	0
BnaC02g45650D	0	0	0	0	0	0	0	0	0
BnaC02g45660D	776	1226	696	692	673	495	380	441	302
BnaC02g45670D	0	0	1	0	0	0	0	0	0
BnaC02g45680D	687	1133	817	821	869	725	1326	1315	958
BnaC02g45690D	167	386	169	522	399	311	394	425	233
BnaC02g45700D	0	0	0	1	0	0	0	0	0
BnaC02g45710D	1910	2495	2540	4084	4226	4012	2416	2548	2806
BnaC02g45720D	43	75	52	68	55	41	39	39	19
BnaC02g45730D	2771	3449	2776	3092	2544	2462	4084	3979	3986
BnaC02g45740D	71	114	185	210	144	237	140	173	467
BnaC02g45750D	20	18	9	14	3	5	15	22	12
BnaC02g45760D	8	7	7	0	1	0	9	8	0
BnaC02g45770D	847	1221	853	917	982	852	1085	922	927
BnaC02g45780D	0	0	0	0	0	0	0	0	0
BnaC02g45790D	506	637	334	297	263	243	814	783	549
BnaC02g45800D	33	34	31	15	9	4	25	3	4
BnaC02g45810D	0	0	2	0	0	0	5	0	7
BnaC02g45820D	120	121	97	103	99	104	265	313	290
BnaC02g45830D	2	6	0	8	2	5	6	4	2
BnaC02g45840D	10	19	17	15	13	11	28	19	25
BnaC02g45850D	0	0	0	0	0	0	0	2	0
BnaC02g45860D	0	0	0	0	0	0	0	0	0
BnaC02g45870D	0	0	0	0	0	0	0	1	0
BnaC02g45880D	34	33	18	23	15	13	43	37	26
BnaC02g45890D	1512	2283	2143	4520	4041	3414	2518	2458	2034
BnaC02g45900D	1984	2790	2171	2463	2246	1910	2464	2469	2106
BnaC02g45910D	0	0	0	0	0	0	1	0	0
BnaC02g45920D	0	0	0	0	0	0	0	0	0
BnaC02g45930D	0	0	0	0	0	0	0	0	0
BnaC02g45940D	0	0	0	0	0	0	0	0	0
BnaC02g45950D	0	0	0	0	0	0	0	0	0
BnaC02g45960D	0	0	0	0	0	2	0	2	3
BnaC02g45970D	1432	1808	1289	2198	1933	1548	1095	1084	766
BnaC02g45980D	0	0	0	0	0	0	0	0	0
BnaC02g45990D	0	0	0	0	0	0	0	0	0
BnaC02g46000D	3	0	0	1	0	0	0	0	0
BnaC02g46010D	941	1220	996	1383	1301	1100	1496	1526	1085
BnaC02g46020D	0	1	1	0	0	1	1	1	0
BnaC02g46030D	0	0	0	0	0	0	0	0	0
BnaC02g46040D	1	3	1	6	1	2	2	0	0
BnaC02g46050D	80	78	43	40	37	30	106	100	65
BnaC02g46060D	0	0	0	0	0	0	0	0	0
BnaC02g46070D	499	731	471	503	460	367	901	934	611
BnaC02g46080D	0	1	3	0	1	0	0	0	0
BnaC02g46090D	53	91	55	95	67	76	84	96	91
BnaC02g46100D	0	0	0	1	0	0	0	0	0
BnaC02g46110D	2	0	2	4	0	0	0	1	3
BnaC02g46120D	0	0	0	0	0	0	0	0	0
BnaC02g46130D	0	0	0	0	0	0	0	0	0
BnaC02g46140D	2	0	0	0	0	6	0	3	14
BnaC02g46150D	0	0	0	0	0	0	0	0	0
BnaC02g46160D	0	0	0	0	0	0	0	0	0
BnaC02g46170D	3	0	1	0	0	0	0	5	0
BnaC02g46180D	0	0	0	0	0	0	0	0	0
BnaC02g46190D	0	0	3	0	0	0	1	1	4
BnaC02g46200D	0	0	0	0	0	0	0	0	0
BnaC02g46210D	66	111	55	73	55	61	85	79	102
BnaC02g46220D	0	0	0	0	0	0	0	0	0
BnaC02g46230D	86	119	72	90	74	64	135	150	86
BnaC02g46240D	2046	2915	2120	1819	1598	1355	3128	3320	2553
BnaC02g46250D	2379	3315	2357	1913	1812	1775	2803	3197	2735
BnaC02g46260D	445	675	367	1034	944	652	1302	1355	1139
BnaC02g46270D	0	0	0	0	0	0	0	0	0
BnaC02g46280D	0	0	0	0	0	0	0	0	0
BnaC02g46290D	3284	4145	3418	2866	2875	2844	5379	4398	3725
BnaC02g46300D	3	7	13	7	5	5	23	24	6
BnaC02g46310D	0	0	0	0	0	0	0	0	0
BnaC02g46320D	482	842	1055	711	779	1111	558	908	1608
BnaC02g46330D	0	0	0	0	0	0	0	0	0
BnaC02g46340D	0	1	2	0	0	0	0	0	2
BnaC02g46350D	9	16	17	2	6	11	7	10	56
BnaC02g46360D	0	0	0	0	0	0	0	0	0
BnaC02g46370D	0	0	0	0	0	0	0	0	2
BnaC02g46380D	13	14	7	4	6	7	3	2	2
BnaC02g46390D	0	0	0	0	0	0	0	0	0
BnaC02g46400D	0	0	0	0	0	0	0	0	0
BnaC02g46410D	0	0	0	0	0	0	0	0	0
BnaC02g46420D	273	413	217	277	283	237	349	386	275
BnaC02g46430D	0	0	0	0	0	0	0	0	0
BnaC02g46440D	0	0	0	0	0	0	0	0	0
BnaC02g46450D	4	7	4	3	4	1	1	7	11
BnaC02g46460D	0	0	0	0	0	0	0	0	0
BnaC02g46470D	0	0	0	0	0	0	0	0	0
BnaC02g46480D	0	1	0	2	1	0	1	0	0
BnaC02g46490D	484	639	1421	521	511	827	2631	2705	3345
BnaC02g46500D	485	658	503	529	539	355	1309	1189	1064
BnaC02g46510D	13	22	23	31	30	26	0	5	0
BnaC02g46520D	22400	29867	27806	41636	41209	45287	11835	12420	11473
BnaC02g46530D	2	8	8	4	1	3	15	11	9
BnaC02g46540D	0	3	2	1	1	0	1	0	0
BnaC02g46550D	0	0	0	0	0	0	0	0	0
BnaC02g46560D	0	1	2	0	0	0	0	0	0
BnaC02g46570D	81	67	54	52	32	33	89	93	53
BnaC02g46580D	683	891	755	646	662	535	1314	1198	988
BnaC02g46590D	37	33	16	21	27	28	34	41	36
BnaC02g46600D	242	303	173	193	186	105	178	158	134
BnaC02g46610D	112	207	177	156	135	129	195	188	209
BnaC02g46620D	1203	1548	1173	1557	1361	1385	2022	1900	1375
BnaC02g46630D	0	0	0	0	1	0	0	0	0
BnaC02g46640D	26	66	70	87	123	139	19	27	43
BnaC02g46650D	0	0	0	0	0	0	0	0	0
BnaC02g46660D	0	0	0	0	0	0	0	0	0
BnaC02g46670D	0	0	0	0	0	0	0	0	0
BnaC02g46680D	0	0	0	0	0	0	0	0	0
BnaC02g46690D	1	4	0	5	1	7	7	0	4
BnaC02g46700D	12	32	25	14	13	19	9	17	12
BnaC02g46710D	4804	6764	7874	7362	6702	8464	8981	10015	11955
BnaC02g46720D	0	0	0	0	0	0	0	0	0
BnaC02g46730D	16767	24926	25029	59166	52836	65692	42082	47111	43010
BnaC02g46740D	2	3	3	6	0	4	0	0	0
BnaC02g46750D	0	0	0	0	0	0	0	0	0
BnaC02g46760D	0	0	0	0	0	0	0	0	0
BnaC02g46770D	712	908	683	510	600	535	776	807	595
BnaC02g46780D	6	15	5	6	5	5	5	8	7
BnaC02g46790D	0	0	0	0	0	0	0	0	0
BnaC02g46800D	295	399	329	194	209	190	446	365	244
BnaC02g46810D	413	645	415	513	449	404	275	238	161
BnaC02g46820D	0	0	0	0	0	0	0	0	0
BnaC02g46830D	0	0	0	0	0	0	0	0	0
BnaC02g46840D	27	31	17	43	30	21	24	46	22
BnaC02g46850D	38	22	19	29	40	13	21	29	16
BnaC02g46860D	287	398	310	332	273	253	307	293	221
BnaC02g46870D	1	0	0	0	0	0	0	0	0
BnaC02g46880D	268	332	230	246	282	213	513	459	273
BnaC02g46890D	26	32	17	22	11	18	28	28	20
BnaC02g46900D	1351	1873	1319	1626	1641	1495	1468	1598	1229
BnaC02g46910D	0	0	0	0	0	0	0	0	0
BnaC02g46920D	0	0	0	0	0	0	0	0	0
BnaC02g46930D	0	0	0	0	0	0	0	0	5
BnaC02g46940D	2	0	0	0	0	0	0	0	0
BnaC02g46950D	2	5	0	5	3	2	8	21	12
BnaC02g46960D	0	1	0	5	0	1	0	7	0
BnaC02g46970D	41	49	37	35	18	9	17	9	1
BnaC02g46980D	21	29	4	4	8	2	21	16	6
BnaC02g46990D	350	558	254	486	369	278	555	628	340
BnaC02g47000D	1	6	3	5	0	5	2	2	4
BnaC02g47010D	0	0	0	0	1	0	0	0	0
BnaC02g47020D	35	35	22	12	32	19	28	26	17
BnaC02g47030D	0	0	0	0	0	0	0	0	0
BnaC02g47040D	0	0	0	0	0	0	0	0	0
BnaC02g47050D	0	0	0	0	0	0	0	0	0
BnaC02g47060D	0	0	0	0	0	0	0	0	0
BnaC02g47070D	0	0	0	0	0	0	0	0	0
BnaC02g47080D	3	0	0	0	0	0	0	0	0
BnaC02g47090D	1	0	0	0	0	0	0	0	0
BnaC02g47100D	70	120	69	72	46	49	84	84	45
BnaC02g47110D	0	0	0	0	0	0	0	0	0
BnaC02g47120D	1	0	1	1	1	7	2	0	0
BnaC02g47130D	5703	7426	6895	4965	4129	4463	4225	4856	4924
BnaC02g47140D	0	0	0	0	2	0	0	0	4
BnaC02g47150D	3	5	4	0	0	2	3	1	0
BnaC02g47160D	0	0	0	0	0	0	0	1	1
BnaC02g47170D	55	106	63	16	31	18	31	18	12
BnaC02g47180D	1	0	1	0	0	0	0	0	0
BnaC02g47190D	9	7	8	7	15	1	18	17	10
BnaC02g47200D	0	2	3	0	1	0	11	5	1
BnaC02g47210D	0	0	0	0	0	0	0	0	0
BnaC02g47220D	0	0	0	0	0	0	0	0	0
BnaC02g47230D	138	202	118	106	105	77	240	213	150
BnaC02g47240D	0	0	0	0	0	0	0	0	0
BnaC02g47250D	0	4	0	0	0	1	2	1	0
BnaC02g47260D	0	0	0	0	0	0	0	0	0
BnaC02g47270D	0	0	0	0	0	0	0	0	0
BnaC02g47280D	0	0	0	0	0	0	0	0	0
BnaC02g47290D	1	4	1	0	1	3	2	0	0
BnaC02g47300D	456	549	444	392	331	286	793	765	664
BnaC02g47310D	72	80	56	105	125	85	71	88	86
BnaC02g47320D	15	17	6	10	7	11	10	6	13
BnaC02g47330D	0	0	0	0	0	0	0	0	0
BnaC02g47340D	0	0	0	0	0	0	0	0	0
BnaC02g47350D	0	0	0	0	0	0	0	0	0
BnaC02g47360D	0	0	0	0	0	0	0	0	0
BnaC02g47370D	0	0	0	0	0	0	0	0	0
BnaC02g47380D	0	0	0	0	0	0	0	0	0
BnaC02g47390D	0	0	0	2	0	0	0	0	0
BnaC02g47400D	0	0	0	0	0	0	0	0	0
BnaC02g47410D	0	0	0	0	0	0	0	0	0
BnaC02g47420D	0	1	0	0	2	2	2	0	0
BnaC02g47430D	0	0	0	0	0	0	0	0	0
BnaC02g47440D	0	0	0	0	0	0	0	0	0
BnaC02g47450D	8	2	3	2	0	0	0	2	1
BnaC02g47460D	0	0	0	0	0	0	0	0	0
BnaC02g47470D	0	0	1	0	0	0	1	0	1
BnaC02g47480D	2180	2981	1730	2195	2055	1464	3024	3019	1957
BnaC02g47490D	0	0	0	0	0	0	0	0	0
BnaC02g47500D	0	1	0	7	3	6	2	3	5
BnaC02g47510D	0	0	0	0	0	0	0	0	0
BnaC02g47520D	0	0	0	0	0	0	0	0	0
BnaC02g47530D	2	4	5	2	5	7	2	1	0
BnaC02g47540D	2	7	3	0	1	0	2	0	0
BnaC02g47550D	0	0	0	0	0	0	0	0	0
BnaC02g47560D	1634	2132	812	923	938	414	2602	2264	561
BnaC02g47570D	0	2	0	5	2	3	0	0	0
BnaC02g47580D	0	0	0	0	0	2	0	0	1
BnaC02g47590D	0	0	0	0	1	0	0	0	0
BnaC02g47600D	0	0	0	0	0	0	0	0	0
BnaC02g47610D	168	226	94	131	128	95	184	185	137
BnaC02g47620D	0	0	0	0	0	0	0	0	0
BnaC02g47630D	0	0	0	0	2	0	0	0	0
BnaC02g47640D	99	131	106	66	84	68	158	153	125
BnaC02g47650D	2	6	2	1	0	0	4	2	0
BnaC02g47660D	3016	4138	4049	3472	3317	3267	4907	4721	4470
BnaC02g47670D	0	0	0	0	1	0	0	0	0
BnaC02g47680D	12	17	11	6	21	18	21	6	0
BnaC02g47690D	0	0	0	0	0	0	0	0	0
BnaC02g47700D	0	0	0	0	0	0	0	0	0
BnaC02g47710D	0	0	0	0	0	0	4	0	0
BnaC02g47720D	1939	2679	2041	3144	3080	2828	2590	2634	2240
BnaC02g47730D	1598	2100	1612	1698	1658	1613	2384	2467	1972
BnaC02g47740D	127	149	99	195	160	120	207	231	168
BnaC02g47750D	0	0	0	0	0	0	0	0	0
BnaC02g47760D	8	8	1	1	1	2	10	12	3
BnaC02g47770D	135	218	126	192	238	138	307	297	255
BnaC02g47780D	0	0	0	0	0	0	0	0	0
BnaC02g47790D	140	265	204	162	164	196	269	271	302
BnaC02g47800D	0	0	0	0	0	0	0	0	0
BnaC02g47810D	0	3	0	3	0	0	4	3	0
BnaC02g47820D	138	222	218	16	62	26	61	101	45
BnaC02g47830D	323	499	452	35	59	49	134	148	87
BnaC02g47840D	8	3	5	3	0	1	4	6	0
BnaC02g47850D	0	0	0	0	0	0	0	0	0
BnaC02g47860D	0	0	0	0	0	0	0	0	1
BnaC02g47870D	0	0	0	1	0	0	0	0	0
BnaC02g47880D	1823	2818	2580	2669	2345	2399	2159	1924	2059
BnaC02g47890D	78	127	76	107	68	85	210	152	77
BnaC02g47900D	0	0	0	1	0	0	0	1	4
BnaC02g47910D	1	1	0	2	0	0	2	1	0
BnaC02g47920D	0	1	1	0	2	0	1	3	0
BnaC02g47930D	1511	1966	1597	1758	1609	1319	2495	2428	2103
BnaC02g47940D	0	0	0	0	0	0	0	0	0
BnaC02g47950D	0	0	0	0	0	0	0	0	0
BnaC02g47960D	0	0	0	0	0	0	0	0	0
BnaC02g47970D	34	37	44	63	61	55	46	59	38
BnaC02g47980D	0	0	0	1	0	0	0	0	0
BnaC02g47990D	152	196	121	186	119	125	129	109	83
BnaC02g48000D	0	0	0	0	0	0	0	0	0
BnaC02g48010D	0	0	0	0	1	2	0	0	0
BnaC02g48020D	0	1	0	0	0	0	0	0	0
BnaC02g48030D	0	0	0	2	0	0	1	2	0
BnaC02g48040D	0	0	0	0	0	0	0	0	0
BnaC02g48050D	0	0	0	0	0	0	0	0	0
BnaC02g48060D	520	724	424	481	428	374	1032	919	707
BnaC02g48070D	39	54	37	47	47	56	52	76	35
BnaC02g48080D	41	36	24	49	42	40	70	58	50
BnaC02g48090D	30	58	39	38	51	48	63	68	42
BnaC02g48100D	5	5	13	7	2	8	11	5	15
BnaC02g48110D	49	62	30	39	47	22	98	61	40
BnaC02g48120D	100	142	78	77	92	50	144	140	64
BnaC02g48130D	0	0	0	0	0	0	0	0	0
BnaC02g48140D	0	0	0	0	0	0	0	0	0
BnaC02g48150D	28	51	19	33	40	24	118	146	79
BnaC02g48160D	57	60	40	42	41	28	63	58	50
BnaC02g48170D	5	1	1	3	4	0	0	0	0
BnaC02g48180D	2939	5041	4478	5138	6155	6247	1058	1102	1059
BnaC02g48190D	0	0	0	0	0	0	0	0	0
BnaC02g48200D	0	0	0	0	0	0	0	0	0
BnaC02g48210D	0	0	0	0	0	0	0	0	0
BnaC02g48220D	0	0	0	0	0	0	0	0	0
BnaC02g48230D	1132	1847	1589	2095	2336	2237	578	488	452
BnaC02g48240D	0	0	0	0	0	0	0	0	0
BnaC02g48250D	9	19	18	5	4	8	14	17	26
BnaC02g48260D	0	0	0	0	0	0	0	0	0
BnaC02g48270D	118	131	128	102	116	73	178	165	142
BnaC02g48280D	15	10	7	4	4	15	20	17	5
BnaC02g48290D	0	0	0	0	0	0	0	0	0
BnaC02g48300D	0	0	0	0	0	0	0	0	0
BnaC02g48310D	0	0	0	0	0	0	0	0	0
BnaC02g48320D	0	0	0	0	0	0	1	0	0
BnaC02g48330D	0	0	0	0	0	0	0	0	0
BnaC02g48340D	0	0	0	0	0	0	0	0	0
BnaC02g48350D	239	384	952	328	389	875	287	478	1271
BnaC02g48360D	4860	6965	4790	5404	5400	4984	4967	5673	4000
BnaC02g48370D	2	4	2	0	2	0	3	0	0
BnaC02g48380D	0	0	0	0	0	0	0	0	2
BnaC02g48390D	0	0	3	0	0	0	0	0	0
BnaC02g48400D	47	40	44	43	19	37	94	76	87
BnaC02g48410D	386	573	320	665	583	462	453	543	377
BnaC02g48420D	0	0	0	0	0	0	0	0	0
BnaC02g48430D	445	532	383	479	423	429	988	1032	745
BnaC02g48440D	1161	1823	1289	2500	2405	2149	2984	3344	2702
BnaC02g48450D	0	4	0	2	0	0	4	2	0
BnaC02g48460D	0	0	0	0	0	0	0	0	0
BnaC02g48470D	0	0	0	0	0	0	0	0	0
BnaC02g48480D	1470	1999	1722	1577	1533	1610	2585	2882	2894
BnaC02g48490D	0	1	0	3	2	1	3	5	8
BnaC02g48500D	0	0	0	0	0	0	0	0	0
BnaC02g48510D	0	0	0	0	0	0	0	0	0
BnaC02g48520D	0	0	0	0	0	0	0	0	0
BnaC02g48530D	0	0	0	0	0	0	0	0	0
BnaC02g48540D	0	2	1	4	1	0	0	0	0
BnaC02g48550D	2	0	0	0	0	1	0	0	0
BnaC02g48560D	1	6	3	3	7	9	3	13	25
BnaC02g48570D	0	2	1	4	2	0	4	2	0
BnaC02g48580D	61	78	59	18	38	36	58	56	14
BnaC02g48590D	41847	55336	69175	66310	62374	83136	43836	56471	61531
BnaC02g48600D	109	124	91	171	137	100	116	111	111
BnaC02g48610D	226	296	212	301	360	300	343	364	231
BnaC02g48620D	851	1162	858	1010	1115	884	1491	1618	1008
BnaC02g48630D	14	29	7	1	11	4	9	15	17
BnaC02g48640D	0	0	1	0	0	0	0	0	0
BnaC02g48650D	0	0	0	5	0	0	0	0	0
BnaC02g48660D	2	0	8	29	18	6	0	0	0
BnaC02g48670D	0	0	0	0	0	0	0	0	0
BnaC02g48680D	0	0	0	0	0	0	0	0	0
BnaC02g48690D	0	0	2	0	0	0	0	0	0
BnaC02g48700D	55	85	43	13	23	12	81	61	41
BnaC02g48710D	813	1217	756	870	837	638	1131	1228	888
BnaC02g48720D	0	0	0	0	0	0	0	0	0
BnaC02g48730D	0	0	0	0	0	0	0	0	0
BnaC02g48740D	870	1236	572	928	983	563	962	977	617
BnaC02g48750D	0	0	0	0	0	0	0	0	0
BnaC02g48760D	294	453	314	313	323	304	280	290	256
BnaC02g48770D	9860	13539	11571	10513	10199	10604	12149	13808	11821
BnaC02g48780D	584	750	603	528	422	446	712	782	569
BnaC02g48790D	1	0	1	1	2	0	0	0	0
BnaC02g48800D	1	4	1	0	0	0	2	1	0
BnaC02g48810D	565	809	545	457	421	404	776	790	419
BnaC02g48820D	962	1335	2067	1194	1197	1514	2002	2592	3352
BnaC02g48830D	6	15	13	1	2	0	2	0	0
BnaC02g48840D	1	0	2	0	0	6	6	3	2
BnaC02g48850D	2088	3189	3598	2748	2652	3474	3057	3242	3844
BnaC02g48860D	0	0	0	4	0	0	0	5	0
BnaC02g48870D	1	0	1	0	0	0	2	5	35
BnaC02g48880D	0	0	0	0	0	0	0	0	0
BnaC02g48890D	2221	2704	2312	1716	1504	1749	2297	2381	2407
BnaC02g48900D	2	5	3	0	0	1	1	2	4
BnaC02g48910D	0	0	0	0	0	0	0	0	0
BnaC02g48920D	245	318	218	207	166	165	358	306	266
BnaC02g48930D	672	855	765	856	792	778	1118	1069	954
BnaC03g00010D	495	776	1279	891	900	1426	896	1231	1780
BnaC03g00020D	1101	1473	1216	1403	1261	1325	1285	1319	1460
BnaC03g00030D	1	1	0	0	1	0	1	0	1
BnaC03g00040D	1916	2855	4855	1173	1079	2685	658	1059	5072
BnaC03g00050D	0	4	0	1	3	0	2	1	0
BnaC03g00060D	19875	26806	27333	12823	11926	14220	31686	32403	31027
BnaC03g00070D	5232	6378	6143	4846	4080	4534	11861	12056	7598
BnaC03g00080D	19686	26149	21658	24543	22420	20753	26530	28521	26060
BnaC03g00090D	712	804	685	643	532	489	646	476	323
BnaC03g00100D	37	88	104	119	138	161	157	127	169
BnaC03g00110D	169	232	223	258	286	248	311	317	289
BnaC03g00120D	1798	2566	2350	3576	2892	2859	2393	2158	2251
BnaC03g00130D	111	152	94	275	225	163	72	77	43
BnaC03g00140D	303	412	246	174	261	234	326	395	265
BnaC03g00150D	0	2	1	6	3	0	4	1	0
BnaC03g00160D	4412	9218	39577	7698	13757	88809	4964	14044	132234
BnaC03g00170D	1264	1489	1060	1162	1237	982	1588	1605	1091
BnaC03g00180D	7	6	2	2	11	3	4	4	9
BnaC03g00190D	182	237	147	157	138	118	172	112	70
BnaC03g00200D	315	387	385	448	417	436	512	509	532
BnaC03g00210D	873	1183	627	1216	884	720	714	638	465
BnaC03g00220D	308	490	1109	623	604	846	620	803	1729
BnaC03g00230D	0	0	0	0	0	0	0	0	0
BnaC03g00240D	193	247	210	201	180	213	259	301	246
BnaC03g00250D	3996	5324	4076	8367	8353	8113	4685	4944	3562
BnaC03g00260D	5374	7841	5817	14348	12001	11443	7944	8332	8090
BnaC03g00270D	1960	2713	2950	2491	2479	3278	2271	2427	3208
BnaC03g00280D	15521	21814	27897	46407	45961	60508	24110	23646	30478
BnaC03g00290D	26190	44628	44630	43113	44023	48223	24853	28407	37928
BnaC03g00300D	3	7	1	0	0	2	7	4	0
BnaC03g00310D	1802	2316	1776	2629	2463	2460	2139	2157	2014
BnaC03g00320D	3819	5176	4910	6248	5802	6357	4576	5009	5124
BnaC03g00330D	7158	10053	9214	11736	12328	13104	6358	7627	6923
